User_Distance(m),Channel_Gain(dB),Interference_Level(dB),Power_Allocation,Target_SINR,RIS_Element_1(rad),RIS_Element_2(rad),RIS_Element_3(rad),RIS_Element_4(rad),RIS_Element_5(rad),RIS_Element_6(rad),RIS_Element_7(rad),RIS_Element_8(rad)
61.18259655,-96.13444606,-93.35293647,"[0.461313180284822, 0.538686819715178]","[9, 15]",4.947058716,3.401310523,2.035095777,0.856087549,5.576723252,2.957887347,5.517360504,3.681017448
198.0330405,-97.81902521,-91.69784935,"[0.3545914728906646, 0.6454085271093355]","[15, 11]",4.236074001,5.053321868,4.141596433,2.501052326,3.227253731,5.045683842,2.347714052,2.438639035
165.8367154,-97.59229699,-87.43248494,"[0.2570697186320281, 0.42846825670928557, 0.3144620246586864]","[7, 15, 6]",0.601238731,5.746503486,0.571998036,4.07281838,2.596177478,2.548581793,4.269750115,0.421562355
79.80735223,-99.15980622,-89.8061414,"[0.35048633438416393, 0.14197856810517012, 0.507535097510666]","[7, 6, 11]",3.730363452,4.850818774,5.203814232,1.071474037,5.63865019,4.122687484,5.540857128,3.049108672
50.82831757,-103.9476703,-92.95118726,"[0.09875925897283179, 0.9012407410271682]","[6, 10]",3.40569595,5.774487799,5.654298421,2.815877815,1.724185415,2.470362698,2.436395132,1.802437734
172.3192143,-104.5531516,-86.22169922,"[0.10441369376293143, 0.3402034393252025, 0.5553828669118659]","[15, 12, 10]",1.687535424,5.410217991,0.438955394,4.257556623,1.085860408,2.164594368,0.386686288,1.696294388
156.0286016,-80.30694026,-86.20418145,"[0.7358050625022093, 0.26419493749779077]","[12, 11]",4.828131984,5.560715284,1.391896146,2.912556973,2.955133148,5.488835526,4.792807801,3.22375924
159.3510752,-94.30567166,-86.29421575,"[0.05280529263841102, 0.6850353225658355, 0.2621593847957534]","[13, 6, 10]",4.214428955,5.324088825,0.059935016,2.531432724,5.700376939,4.651523958,3.410772947,3.32785471
165.690552,-95.39183382,-92.61203789,"[0.3635819912653832, 0.6364180087346166]","[8, 10]",2.185103968,3.270526969,4.117894089,2.628652496,4.487156556,5.411281676,0.971913565,2.837153619
61.10669776,-88.00881793,-90.48760656,"[0.0260028477386479, 0.7188535211710616, 0.2551436310902906]","[13, 13, 13]",2.563665843,4.319468756,1.569963586,4.022815142,5.513427511,2.627198324,5.724080461,6.240231812
103.7698593,-99.5436528,-85.15010344,"[0.2936582000520716, 0.7063417999479285]","[11, 7]",0.666596009,1.464316367,5.971412091,6.021350439,0.613912917,0.094238357,1.012221299,6.258132886
67.38035893,-81.2509704,-87.27987524,"[0.32200629538229564, 0.391337457594149, 0.28665624702355536]","[11, 9, 15]",1.130970946,3.157599739,5.330765793,0.128187101,3.798116292,1.74060223,5.418210077,1.781038928
179.4655139,-85.34137464,-94.72832579,"[0.9562684218430261, 0.043731578156973885]","[6, 8]",4.315013451,4.236246888,1.391685012,0.218649821,2.571390909,1.817054163,5.08295711,5.028836509
143.494719,-102.7647249,-94.34795409,"[0.479548413084342, 0.4080807659035427, 0.11237082101211539]","[10, 8, 11]",2.871566181,3.810828703,3.796674513,5.197187925,2.670368924,1.730682531,1.665263504,3.368995451
99.63470373,-94.56048061,-90.36068623,"[0.004642458520452329, 0.6666773938240622, 0.3286801476554854]","[9, 12, 15]",2.822081388,2.765360362,0.57263279,4.515120465,1.342947218,1.237496156,2.593437013,1.431173529
59.53375254,-83.02204231,-85.90779794,"[0.8387588839498856, 0.16124111605011432]","[15, 8]",3.668489687,2.333972996,2.82059554,3.375134389,1.278851404,0.978616308,5.531853964,2.725166397
96.64734826,-81.38169944,-89.61298202,"[0.06598586083968053, 0.9340141391603195]","[8, 7]",2.589260513,0.223757739,3.128877388,3.481951053,3.511300749,4.442407855,1.115151258,1.584764691
98.7774983,-93.31496222,-90.02187492,"[0.08026056173214767, 0.46578696027927396, 0.4539524779885785]","[12, 13, 7]",5.093969747,5.951248503,0.854090641,3.126824369,1.345709084,0.377450849,2.045197792,0.902815975
159.4409268,-89.66471527,-93.945263,"[0.49011444729289133, 0.5098855527071086]","[10, 8]",4.460641056,3.353495677,0.903738635,0.058066612,5.077800496,1.107062104,3.808971499,2.116942814
145.6336207,-100.8241513,-88.43219895,"[0.7910665359479238, 0.2089334640520763]","[6, 15]",3.678716645,1.983310231,0.54625737,1.400836218,1.181606822,2.689324906,4.136118996,1.657542454
183.0819114,-80.22078435,-86.77896839,"[0.4331017826573008, 0.10798565612343274, 0.4589125612192665]","[7, 12, 11]",0.07583764,3.260579622,3.806099123,6.049893741,3.703754289,2.960464502,3.602788671,5.830171604
120.8322388,-99.20820747,-91.19579992,"[0.03146207839437231, 0.6990698283061245, 0.2694680932995033]","[12, 14, 14]",5.204853393,2.029335232,1.490713132,1.650175654,3.169370865,4.67500058,3.161819529,0.425977318
67.93913689,-81.43170565,-87.24388149,"[0.082098518193004, 0.917901481806996]","[6, 12]",4.546391626,5.06405967,1.818968733,4.172825087,2.680355965,5.586501672,5.310708808,3.301386612
156.9867181,-88.75883378,-85.35523346,"[0.6628941675808776, 0.28341212455053677, 0.053693707868585745]","[7, 6, 7]",4.344857485,5.550249863,3.114681834,1.96821245,4.735424004,1.382717059,2.441213201,5.439524656
164.1177573,-89.80658013,-92.96233541,"[0.8442508576652856, 0.018457819973043212, 0.13729132236167133]","[13, 11, 9]",4.551679805,2.537219375,1.349279502,2.236615363,1.785079016,1.106401627,4.670498441,1.583801809
134.1915796,-92.18278722,-89.76670369,"[0.3709124943148426, 0.15680410997667557, 0.47228339570848193]","[7, 10, 6]",2.853618376,2.424426407,6.170574156,2.457305042,0.502544761,0.564391849,3.711815102,3.765912262
165.645077,-99.23325471,-92.12862042,"[0.4182433838710946, 0.03325958400870714, 0.5484970321201982]","[13, 11, 9]",2.631140336,2.713353943,0.338868412,3.245557445,3.171371656,0.939646081,0.652442105,0.776428857
124.0693395,-100.5867992,-87.07145581,"[0.024549532033945637, 0.09357012167331856, 0.8818803462927358]","[9, 9, 12]",0.634779194,3.830909576,1.234536915,1.579782238,1.090585946,6.018256712,5.369719888,1.448241775
128.4099244,-99.48784477,-89.22406634,"[0.4223905964996757, 0.32695528811417174, 0.2506541153861525]","[13, 10, 12]",2.058159725,1.318795623,3.090547801,0.12321661,4.218329609,3.2870996,5.646314911,1.032909699
114.1311528,-100.3390434,-88.65417582,"[0.857908852368901, 0.05315566645384259, 0.08893548117725622]","[10, 15, 6]",5.0523674,4.97603781,0.799102979,2.504221461,1.069100575,1.600456106,1.654024498,3.494936338
53.81286901,-85.51038816,-87.0208584,"[0.48914284514848816, 0.5108571548515117]","[10, 9]",2.584971122,5.954780829,0.794007019,6.117888115,1.449145315,4.856110161,2.12981086,0.899006921
66.18371405,-96.24686852,-91.04029527,"[0.012681049508715755, 0.6768863612876416, 0.31043258920364275]","[15, 8, 7]",5.390276724,1.940630264,4.139710595,3.559070639,2.964132312,3.115325626,4.600786503,0.551493484
54.71437785,-103.5539331,-85.84909932,"[0.39385701980051463, 0.13469246914903898, 0.47145051105044633]","[7, 11, 13]",4.198302918,5.628553434,0.36309395,0.883750994,4.502731255,2.747521627,2.535570765,0.860586746
145.4615617,-80.77243425,-89.66971133,"[0.055170268793763896, 0.4093817457218861, 0.5354479854843498]","[10, 14, 13]",3.184130074,0.79510764,2.994694648,4.797936427,1.622722819,3.020868588,6.233020163,4.314351851
97.15339716,-82.90535288,-93.42045177,"[0.23113779447401353, 0.13015597719184605, 0.6387062283341405]","[13, 13, 15]",5.286400504,2.606564386,4.82461247,0.25452664,0.772273736,1.275930166,2.525538427,5.313971793
126.2856037,-81.80619292,-88.04100882,"[0.5104213807494002, 0.48957861925059953]","[9, 10]",2.175653763,4.113106265,4.456753155,3.683092355,2.244617486,3.625733078,2.150518144,0.526994242
186.1349711,-80.12730443,-87.0673865,"[0.7410810878761104, 0.07112859387772753, 0.18779031824616196]","[13, 13, 12]",6.237971369,0.799110924,0.454578302,5.519971495,1.896483107,4.085936393,2.067203967,2.459579723
87.39383437,-100.6526188,-91.83238323,"[0.35790487974047475, 0.1945021001824939, 0.44759302007703133]","[10, 11, 15]",1.646904375,2.155409057,2.580506723,4.52650766,3.2140767,5.928595109,0.263142275,3.160871493
111.5574385,-95.09394953,-86.42820743,"[0.48998268506332116, 0.5057576886570911, 0.004259626279587649]","[12, 6, 6]",3.670792609,5.781768183,0.308872113,3.603404166,5.363515025,1.520076747,5.505907209,0.119653269
163.3326708,-86.04403811,-85.93856745,"[0.8917623852321241, 0.10823761476787573]","[12, 15]",4.602148164,5.862923281,4.129294692,2.758502095,0.281995743,5.781245593,2.954958316,0.182191918
84.31972482,-87.59948455,-92.23095513,"[0.4692991116689844, 0.5307008883310157]","[14, 7]",4.33427362,3.027472752,0.781284672,1.346309484,0.405206896,3.608392731,3.908326485,3.177672578
61.54698647,-101.1526023,-85.16478527,"[0.8147784472542341, 0.18522155274576588]","[15, 12]",5.134004117,5.409877975,3.868082164,0.080151326,4.368256758,2.626366538,3.553502469,4.078293702
93.46271794,-84.60417188,-93.59288472,"[0.3633257359224757, 0.6366742640775243]","[13, 9]",2.200601549,5.762299853,0.841788914,4.219233121,0.027392049,5.80975424,0.706884317,0.596175201
74.18319309,-99.3889857,-92.97984332,"[0.09681264489988929, 0.29971010905088075, 0.60347724604923]","[11, 8, 12]",2.092348667,2.3471862,1.346487066,3.676427823,2.782911353,0.214731559,2.008433141,5.092100175
189.4546479,-99.40455963,-93.15775161,"[0.7900051653719024, 0.2099948346280977]","[12, 12]",4.33352255,4.554497897,4.386398,1.953901119,0.626206891,1.711961807,5.226261177,6.160479711
171.2180569,-91.57563943,-86.0601029,"[0.14966169054797673, 0.20059706893259185, 0.6497412405194314]","[6, 6, 10]",3.102932307,0.060949128,0.879927506,2.023691939,3.635358961,0.471827292,5.927288719,2.293888372
145.0105635,-90.17650163,-88.45707448,"[0.3528129122772911, 0.364242854867214, 0.28294423285549486]","[11, 9, 12]",5.73393575,4.904163123,4.746552371,3.812131549,3.93819887,4.008692553,3.950372981,3.479177088
180.7190885,-90.4978448,-93.47895717,"[0.27358279891965287, 0.6369373713882994, 0.08947982969204771]","[11, 13, 10]",6.197822068,4.601117334,4.881698132,5.481845541,1.354904589,0.526557061,3.034115229,3.230064273
170.5508115,-102.7128291,-90.59676582,"[0.6167741618211331, 0.21611688163725848, 0.16710895654160846]","[11, 11, 13]",5.209902777,2.788374465,3.586775343,3.311684377,0.24003517,3.865509199,5.202749407,0.98960513
77.98550883,-83.06347843,-88.84701975,"[0.8458700418489905, 0.15412995815100933]","[8, 15]",3.734296418,3.729765051,1.031604554,0.775744512,6.157847968,2.473810502,1.428932864,1.07646386
183.8838498,-98.35999894,-94.16535915,"[0.844983670341383, 0.15501632965861703]","[10, 9]",4.194665278,3.829257738,4.043557244,0.552958179,5.614243366,2.445832905,1.96895805,2.905102652
130.9013363,-101.762127,-86.17583632,"[0.08069152485343764, 0.9193084751465623]","[10, 15]",2.450857373,5.426014338,5.838718906,1.906652791,5.428268772,4.910454645,5.848437091,1.544094751
171.1160233,-82.781298,-86.96396465,"[0.48406136804928435, 0.5148371706414964, 0.0011014613092193307]","[15, 7, 6]",3.625141255,1.725014501,5.177938394,0.033452876,3.548863465,2.131278016,2.027481527,4.052065939
184.413695,-81.10871254,-89.94793226,"[0.4521613327108399, 0.2526966753663505, 0.2951419919228096]","[6, 6, 13]",5.350034581,3.827687532,5.360643924,1.662512686,3.264126421,2.830804563,0.073167061,3.498553877
97.70052125,-83.44680957,-85.32873385,"[0.04413625314517668, 0.4837926927526099, 0.47207105410221345]","[13, 13, 15]",4.156479914,3.719107889,4.626183042,3.589832131,0.419404221,0.731648806,3.747760302,1.727745219
66.50778868,-84.76209813,-90.82239021,"[0.7911139872655001, 0.2088860127345]","[6, 14]",0.500425105,2.699273646,3.482911604,2.065571964,4.526618453,4.044930026,2.091159436,4.743003982
84.19027438,-88.61895048,-85.15889681,"[0.20078360270316228, 0.7992163972968376]","[7, 6]",4.07587116,4.005187438,3.477288798,0.071563395,4.376283702,2.362740257,5.922591481,5.139549895
114.0661683,-91.22856573,-88.32080001,"[0.796397217988732, 0.15129609793536525, 0.052306684075902624]","[7, 10, 10]",3.692593256,1.584506123,1.279994132,2.138701011,2.994364701,1.860234463,3.23539744,1.039053028
172.7022149,-102.825331,-88.65328727,"[0.19953715120894844, 0.3426171750497128, 0.45784567374133883]","[14, 9, 15]",6.14315078,0.678109978,5.855577725,5.740179938,3.30093726,4.554745569,2.739772259,3.958624001
179.1095875,-94.78866967,-93.34045105,"[0.8887504236956847, 0.06585337713809641, 0.045396199166218905]","[6, 14, 9]",2.139901726,1.892237928,3.633124897,3.12984105,3.6413344,1.801141552,2.305664057,0.527146434
51.04281958,-95.68278707,-86.18072242,"[0.912533853795579, 0.08746614620442097]","[8, 7]",0.328462134,1.592518113,0.466506776,0.652035725,5.107779813,0.244250642,4.140259681,1.712530843
126.6120954,-98.50615541,-90.72510312,"[0.16823983573583565, 0.03157697737098388, 0.8001831868931805]","[14, 14, 13]",5.476083016,3.047296397,1.919993519,3.252421355,2.399913013,3.545608158,0.719631235,6.264276079
112.6116505,-86.91449716,-93.37766594,"[0.5450738048924464, 0.2536856203554394, 0.2012405747521143]","[15, 8, 12]",2.673846438,2.187997639,4.462380084,2.286447404,5.23561687,2.854267141,4.52111885,0.675148471
83.31617157,-92.60310662,-94.8739248,"[0.8166265723796209, 0.18337342762037914]","[15, 10]",5.316323635,4.622652445,1.330255752,0.912858922,1.987323438,6.132832365,1.613720376,2.865931777
